p_val,avg_log10FC,pct.1,pct.2,p_val_adj,cluster,gene
0.008762213376037224,0.17224709189152365,0.396,0.243,1,4,Rmnd5a
0.008778571152601635,0.19370595461965728,0.434,0.358,1,4,Tmem44
0.008782746035306405,0.14367994187991834,0.208,0.091,1,4,Ufc1
0.00879803991981597,0.06380126049808278,0.17,0.071,1,4,Slu7
0.008841092223939119,0.1219505514719875,0.302,0.196,1,4,Zdhhc6
0.00884802174303899,0.055162876531041474,0.057,0.011,1,4,5830408C22Rik
0.00891739572918731,0.13763978778938757,0.717,0.607,1,4,Cux1
0.008929496967730568,0.13234109751696727,0.34,0.106,1,4,Nfe2l2
0.00896343051764199,0.13705336527138454,0.264,0.109,1,4,Tmem223
0.008986798552842987,0.10613790985922116,0.226,0.071,1,4,Mylk
0.009019518378779715,0.11814517261604383,0.226,0.107,1,4,Mxra7
0.009050302790742213,0.1408147380089444,0.321,0.147,1,4,Arpc3
0.009064358960726155,0.11459558864275904,0.472,0.292,1,4,Map4k2
0.009071999849819993,0.12069191433527157,0.396,0.304,1,4,Fbxw7
0.00907736013839044,0.07003827504060983,0.075,0.047,1,4,Med28
0.009134209267317046,0.15279392331078356,0.792,0.754,1,4,Baz2b
0.00916804209731883,0.13236468037260912,0.321,0.155,1,4,Nedd8
0.009174794091590109,0.15274566780540427,0.189,0.063,1,4,Atad2
0.009176065942366448,0.1218883525417424,0.604,0.435,1,4,Ranbp9
0.009208500190600351,0.11658872548808602,0.509,0.415,1,4,Hmbox1
0.009222534960352104,0.12013015008793801,0.245,0.085,1,4,Gm15991
0.009239961312718018,0.10352327708494195,0.132,0.027,1,4,Sp140
0.009240608585948863,0.12576843404730648,0.358,0.226,1,4,Cmtm4
0.009248503275992694,0.07661558428612486,0.075,0.013,1,4,Arhgap19
0.009249010181831031,0.13659698467301015,0.358,0.227,1,4,Dcp1a
0.009272253306047683,0.11275986123153614,0.755,0.678,1,4,Atp6v0b
0.009286611400219441,0.11406641444063692,0.113,0.066,1,4,Cbll1
0.009296632963734425,0.1125509472349524,0.528,0.462,1,4,Gtdc1
0.009324571455463396,0.08774391471983484,0.113,0.041,1,4,Timeless
0.009331991444880314,0.10475355783140204,0.302,0.147,1,4,Emc3
0.0093491151485966,0.15342630489825826,0.321,0.153,1,4,Spata6
0.009373872764395521,0.15890823627481818,0.321,0.172,1,4,A430090L17Rik
0.00937436907719396,0.12259295539036069,0.66,0.588,1,4,Crebbp
0.00937931724538203,0.05313707334322122,0.075,0.014,1,4,Gm31374
0.00938348462350243,0.19849839783204448,0.585,0.505,1,4,Zdhhc14
0.00939544789670727,0.15984587235559258,0.245,0.121,1,4,CAAA01118383.1
0.009516165638203056,0.14062096804051766,0.509,0.36,1,4,Jak1
0.009536219798224327,0.1030502147506486,0.358,0.207,1,4,Pdzd8
0.009575054366811827,0.16943753406656076,0.264,0.109,1,4,Gmfb
0.00959538750792158,0.09358148055825695,0.17,0.088,1,4,Ndufb10
0.009595895701153382,0.08081624022863888,0.132,0.014,1,4,Rhod
0.009597369634112734,0.06736519595002413,0.113,0.025,1,4,Gm26930
0.009620700632048262,0.16019642057357597,0.358,0.27,1,4,Mff
0.009644928187778255,0.10193824179998667,0.792,0.681,1,4,Ddx17
0.009761265203230006,0.07888032574287271,0.189,0.063,1,4,Acad11
0.009793902405192066,0.1401596437482478,0.226,0.087,1,4,Chst9
0.009871928732236728,0.11517650162067582,0.283,0.055,1,4,Nid2
